Идентификатор,Логин,Имя,Оболочка,Домашняя директория
7497,deborah_fisher_7497,Deborah Fisher,/bin/oh,/home/deborah_fisher_7497
2035,roy_osborne_2035,Roy Osborne,/bin/bash,/home/roy_osborne_2035
9868,dawn_rivera_9868,Dawn Rivera,/bin/csh,/home/dawn_rivera_9868
1699,paige_wong_1699,Paige Wong,/bin/eshell,/home/root
3214,kathryn_torres_3214,Kathryn Torres,/bin/csh,/home/kathryn_torres_3214
8311,monique_holmes_8311,Monique Holmes,/bin/elvish,/home/monique_holmes_8311
7083,pamela_colon_7083,Pamela Colon,/bin/dash,/home/pamela_colon_7083
5821,paul_clark_5821,Paul Clark,/bin/scsh,/home/root
4238,jason_flores_4238,Jason Flores,/bin/zsh,/home/jason_flores_4238
9478,megan_carrillo_9478,Megan Carrillo,/bin/bash,/home/root
6125,thomas_norman_6125,Thomas Norman,/bin/zsh,/home/thomas_norman_6125
6975,ronald_schneider_6975,Ronald Schneider,/bin/dash,/home/ronald_schneider_6975
5700,wendy_pena_5700,Wendy Pena,/bin/tcsh,/home/root
7769,lisa_martinez_7769,Lisa Martinez,/bin/ksh,/home/lisa_martinez_7769
4684,jesse_howell_4684,Jesse Howell,/bin/zsh,/home/jesse_howell_4684
1630,deborah_campbell_1630,Deborah Campbell,/bin/fish,/home/deborah_campbell_1630
893,david_gray_893,David Gray,/bin/oh,/home/david_gray_893
683,rachel_freeman_683,Rachel Freeman,/bin/csh,/home/root
8799,michael_collins_8799,Michael Collins,/bin/zsh,/home/michael_collins_8799
2203,nathan_drake_2203,Nathan Drake,/bin/oil,/home/nathan_drake_2203
253,matthew_dixon_253,Matthew Dixon,/bin/csh,/home/root
1073,michael_jefferson_1073,Michael Jefferson,/bin/eshell,/home/michael_jefferson_1073
4025,ryan_lee_4025,Ryan Lee,/bin/tcsh,/home/ryan_lee_4025
2156,wendy_jones_2156,Wendy Jones,/bin/xonsh,/home/wendy_jones_2156
8254,david_floyd_8254,David Floyd,/bin/ksh,/home/root
3570,beth_hart_3570,Beth Hart,/bin/oh,/home/beth_hart_3570
3543,lisa_harrison_3543,Lisa Harrison,/bin/tcsh,/home/lisa_harrison_3543
3140,daniel_johnson_3140,Daniel Johnson,/bin/csh,/home/daniel_johnson_3140
5693,matthew_henderson_5693,Matthew Henderson,/bin/zsh,/home/matthew_henderson_5693
5895,kyle_thomas_5895,Kyle Thomas,/bin/dash,/home/kyle_thomas_5895
5850,jane_flores_5850,Jane Flores,/bin/sh,/home/jane_flores_5850
2797,mary_briggs_2797,Mary Briggs,/bin/zsh,/home/mary_briggs_2797
9247,katie_miller_9247,Katie Miller,/bin/oil,/home/katie_miller_9247
7417,mitchell_mueller_7417,Mitchell Mueller,/bin/bash,/home/mitchell_mueller_7417
2335,manuel_heath_2335,Manuel Heath,/bin/oh,/home/root
5851,jeffrey_allison_5851,Jeffrey Allison,/bin/dash,/home/jeffrey_allison_5851
8704,clinton_maxwell_8704,Clinton Maxwell,/bin/zsh,/home/clinton_maxwell_8704
4612,alexandria_bailey_4612,Alexandria Bailey,/bin/ksh,/home/alexandria_bailey_4612
9416,kristin_soto_9416,Kristin Soto,/bin/elvish,/home/root
8955,joseph_pittman_8955,Joseph Pittman,/bin/oh,/home/joseph_pittman_8955
7051,tracey_williams_7051,Tracey Williams,/bin/ion,/home/tracey_williams_7051
4252,ryan_adkins_4252,Ryan Adkins,/bin/elvish,/home/ryan_adkins_4252
1355,jennifer_lee_1355,Jennifer Lee,/bin/ion,/home/jennifer_lee_1355
8411,max_green_8411,Max Green,/bin/fish,/home/max_green_8411
2764,jonathan_white_2764,Jonathan White,/bin/eshell,/home/root
1888,donna_moreno_1888,Donna Moreno,/bin/tcsh,/home/donna_moreno_1888
1798,janice_ramos_1798,Janice Ramos,/bin/rc,/home/janice_ramos_1798
1453,brittany_klein_1453,Brittany Klein,/bin/csh,/home/brittany_klein_1453
8933,aaron_craig_8933,Aaron Craig,/bin/sh,/home/aaron_craig_8933
9766,mary_parker_9766,Mary Parker,/bin/dash,/home/mary_parker_9766
9046,michael_sanchez_9046,Michael Sanchez,/bin/csh,/home/michael_sanchez_9046
7149,michael_hawkins_7149,Michael Hawkins,/bin/oh,/home/michael_hawkins_7149
3922,madison_ward_md_3922,Madison Ward MD,/bin/fish,/home/madison_ward_md_3922
2477,christine_davis_2477,Christine Davis,/bin/bash,/home/christine_davis_2477
1316,janet_parker_1316,Janet Parker,/bin/eshell,/home/janet_parker_1316
7558,kimberly_huff_7558,Kimberly Huff,/bin/eshell,/home/root
6335,edward_weber_6335,Edward Weber,/bin/csh,/home/edward_weber_6335
1981,joseph_clark_1981,Joseph Clark,/bin/oil,/home/root
4918,manuel_smith_4918,Manuel Smith,/bin/zsh,/home/manuel_smith_4918
652,michael_barnes_652,Michael Barnes,/bin/rc,/home/michael_barnes_652
3504,eric_higgins_3504,Eric Higgins,/bin/dash,/home/eric_higgins_3504
7182,emily_griffin_7182,Emily Griffin,/bin/zsh,/home/emily_griffin_7182
8629,robert_richardson_8629,Robert Richardson,/bin/rc,/home/robert_richardson_8629
6346,jerry_buck_6346,Jerry Buck,/bin/ion,/home/jerry_buck_6346
2008,laura_herrera_2008,Laura Herrera,/bin/xonsh,/home/laura_herrera_2008
4661,denise_roberts_4661,Denise Roberts,/bin/eshell,/home/denise_roberts_4661
1412,michele_scott_1412,Michele Scott,/bin/rc,/home/michele_scott_1412
7990,taylor_gutierrez_7990,Taylor Gutierrez,/bin/zsh,/home/taylor_gutierrez_7990
5821,rose_alvarado_5821,Rose Alvarado,/bin/ksh,/home/rose_alvarado_5821
8013,patrick_olson_8013,Patrick Olson,/bin/oil,/home/patrick_olson_8013
3337,mitchell_miller_3337,Mitchell Miller,/bin/oil,/home/root
2591,ashley_beltran_2591,Ashley Beltran,/bin/oh,/home/ashley_beltran_2591
8080,lisa_palmer_8080,Lisa Palmer,/bin/zsh,/home/root
6177,laura_ford_6177,Laura Ford,/bin/oil,/home/laura_ford_6177
9449,mary_schroeder_9449,Mary Schroeder,/bin/dash,/home/root
5218,daniel_phillips_5218,Daniel Phillips,/bin/eshell,/home/root
1965,dylan_garcia_1965,Dylan Garcia,/bin/ksh,/home/dylan_garcia_1965
2874,mary_peterson_2874,Mary Peterson,/bin/sh,/home/mary_peterson_2874
4684,ricardo_webb_4684,Ricardo Webb,/bin/eshell,/home/ricardo_webb_4684
8186,logan_carr_8186,Logan Carr,/bin/bash,/home/logan_carr_8186
6046,doris_harris_6046,Doris Harris,/bin/oh,/home/doris_harris_6046
4451,christopher_fields_4451,Christopher Fields,/bin/eshell,/home/christopher_fields_4451
6007,colton_maldonado_6007,Colton Maldonado,/bin/fish,/home/colton_maldonado_6007
7750,jesse_macdonald_7750,Jesse Macdonald,/bin/dash,/home/jesse_macdonald_7750
3810,dr._amber_rollins_md_3810,Dr. Amber Rollins MD,/bin/sh,/home/root
1402,erin_williams_1402,Erin Williams,/bin/rc,/home/erin_williams_1402
7193,richard_thomas_7193,Richard Thomas,/bin/fish,/home/root
6864,daniel_holland_6864,Daniel Holland,/bin/ksh,/home/root
8458,brett_brown_8458,Brett Brown,/bin/elvish,/home/brett_brown_8458
6849,patricia_williams_6849,Patricia Williams,/bin/sh,/home/patricia_williams_6849
3460,anne_ramirez_3460,Anne Ramirez,/bin/sh,/home/anne_ramirez_3460
761,andrew_bryant_761,Andrew Bryant,/bin/oh,/home/andrew_bryant_761
7224,jonathan_smith_7224,Jonathan Smith,/bin/ksh,/home/jonathan_smith_7224
9406,steven_garcia_9406,Steven Garcia,/bin/scsh,/home/steven_garcia_9406
1224,nicole_mills_1224,Nicole Mills,/bin/zsh,/home/nicole_mills_1224
7438,tonya_hendricks_7438,Tonya Hendricks,/bin/xonsh,/home/tonya_hendricks_7438
6516,mario_li_6516,Mario Li,/bin/dash,/home/mario_li_6516
4140,raymond_fernandez_4140,Raymond Fernandez,/bin/ion,/home/raymond_fernandez_4140
8181,claire_thomas_8181,Claire Thomas,/bin/tcsh,/home/claire_thomas_8181
1245,gail_johnson_1245,Gail Johnson,/bin/dash,/home/gail_johnson_1245
9380,terry_salas_9380,Terry Salas,/bin/rc,/home/terry_salas_9380
4182,yolanda_rios_4182,Yolanda Rios,/bin/scsh,/home/yolanda_rios_4182
8412,gina_phillips_8412,Gina Phillips,/bin/oil,/home/gina_phillips_8412
8020,timothy_thompson_8020,Timothy Thompson,/bin/ion,/home/timothy_thompson_8020
8102,amanda_snyder_8102,Amanda Snyder,/bin/tcsh,/home/amanda_snyder_8102
8996,melissa_young_8996,Melissa Young,/bin/oh,/home/melissa_young_8996
2918,cynthia_padilla_2918,Cynthia Padilla,/bin/sh,/home/cynthia_padilla_2918
8733,jessica_buchanan_8733,Jessica Buchanan,/bin/zsh,/home/jessica_buchanan_8733
2281,jennifer_clark_2281,Jennifer Clark,/bin/oil,/home/jennifer_clark_2281
3676,joanna_long_3676,Joanna Long,/bin/oil,/home/joanna_long_3676
6280,robert_newman_6280,Robert Newman,/bin/bash,/home/robert_newman_6280
4719,peggy_horn_4719,Peggy Horn,/bin/sh,/home/peggy_horn_4719
9851,james_thompson_9851,James Thompson,/bin/zsh,/home/james_thompson_9851
4762,whitney_valdez_4762,Whitney Valdez,/bin/rc,/home/whitney_valdez_4762
7553,danielle_gates_7553,Danielle Gates,/bin/sh,/home/danielle_gates_7553
764,judy_harrell_764,Judy Harrell,/bin/xonsh,/home/judy_harrell_764
4313,lisa_burns_4313,Lisa Burns,/bin/sh,/home/lisa_burns_4313
6922,kenneth_lewis_6922,Kenneth Lewis,/bin/fish,/home/kenneth_lewis_6922
2432,richard_hogan_md_2432,Richard Hogan MD,/bin/dash,/home/richard_hogan_md_2432
1833,nicholas_nelson_md_1833,Nicholas Nelson MD,/bin/fish,/home/nicholas_nelson_md_1833
5059,brian_koch_5059,Brian Koch,/bin/eshell,/home/brian_koch_5059
4143,jonathon_williams_4143,Jonathon Williams,/bin/csh,/home/jonathon_williams_4143
1011,micheal_green_1011,Micheal Green,/bin/scsh,/home/micheal_green_1011
15,deanna_parker_15,Deanna Parker,/bin/dash,/home/deanna_parker_15
9977,jamie_calderon_9977,Jamie Calderon,/bin/csh,/home/root
4994,brian_short_4994,Brian Short,/bin/oh,/home/brian_short_4994
4407,jack_peterson_4407,Jack Peterson,/bin/fish,/home/jack_peterson_4407
7993,amy_mitchell_7993,Amy Mitchell,/bin/scsh,/home/amy_mitchell_7993
2478,john_blankenship_2478,John Blankenship,/bin/oh,/home/john_blankenship_2478
2327,cristina_brewer_2327,Cristina Brewer,/bin/dash,/home/root
9589,christopher_turner_9589,Christopher Turner,/bin/tcsh,/home/christopher_turner_9589
4848,daniel_johnson_4848,Daniel Johnson,/bin/xonsh,/home/daniel_johnson_4848
9743,kimberly_stewart_9743,Kimberly Stewart,/bin/sh,/home/root
8846,blake_wagner_8846,Blake Wagner,/bin/elvish,/home/blake_wagner_8846
3727,victor_daniels_3727,Victor Daniels,/bin/sh,/home/victor_daniels_3727
7231,juan_rivera_7231,Juan Rivera,/bin/zsh,/home/root
2408,brian_lyons_2408,Brian Lyons,/bin/ksh,/home/root
3456,julian_jones_3456,Julian Jones,/bin/dash,/home/julian_jones_3456
1252,sean_sims_1252,Sean Sims,/bin/xonsh,/home/root
1080,jody_reid_1080,Jody Reid,/bin/tcsh,/home/jody_reid_1080
4963,peter_guerrero_4963,Peter Guerrero,/bin/oh,/home/peter_guerrero_4963
3031,richard_gonzalez_3031,Richard Gonzalez,/bin/oh,/home/richard_gonzalez_3031
4031,sharon_adams_4031,Sharon Adams,/bin/xonsh,/home/sharon_adams_4031
3199,robert_smith_3199,Robert Smith,/bin/sh,/home/robert_smith_3199
727,mr._peter_phillips_727,Mr. Peter Phillips,/bin/tcsh,/home/root
8678,rebecca_butler_8678,Rebecca Butler,/bin/ksh,/home/root
4264,cheryl_moreno_4264,Cheryl Moreno,/bin/dash,/home/cheryl_moreno_4264
1336,karen_jones_1336,Karen Jones,/bin/sh,/home/karen_jones_1336
2982,joanne_johnson_2982,Joanne Johnson,/bin/elvish,/home/joanne_johnson_2982
6801,michele_james_6801,Michele James,/bin/ksh,/home/michele_james_6801
6151,matthew_hernandez_6151,Matthew Hernandez,/bin/tcsh,/home/matthew_hernandez_6151
9233,theresa_barton_9233,Theresa Barton,/bin/csh,/home/theresa_barton_9233
2034,olivia_meyer_2034,Olivia Meyer,/bin/tcsh,/home/olivia_meyer_2034
2789,brittany_pacheco_2789,Brittany Pacheco,/bin/fish,/home/root
5038,janice_white_5038,Janice White,/bin/xonsh,/home/janice_white_5038
7279,tracy_robinson_7279,Tracy Robinson,/bin/eshell,/home/tracy_robinson_7279
1269,mr._kyle_watson_dvm_1269,Mr. Kyle Watson DVM,/bin/ksh,/home/mr._kyle_watson_dvm_1269
184,patricia_wilson_184,Patricia Wilson,/bin/fish,/home/root
2307,patrick_christian_2307,Patrick Christian,/bin/ksh,/home/patrick_christian_2307
6360,kara_smith_6360,Kara Smith,/bin/elvish,/home/kara_smith_6360
7356,nicholas_summers_7356,Nicholas Summers,/bin/fish,/home/nicholas_summers_7356
9006,christopher_avery_9006,Christopher Avery,/bin/xonsh,/home/christopher_avery_9006
6003,holly_cunningham_6003,Holly Cunningham,/bin/oil,/home/holly_cunningham_6003
7486,kara_garcia_7486,Kara Garcia,/bin/ion,/home/kara_garcia_7486
992,mark_douglas_992,Mark Douglas,/bin/oil,/home/root
2915,stephanie_glover_2915,Stephanie Glover,/bin/bash,/home/stephanie_glover_2915
273,tyler_moss_273,Tyler Moss,/bin/bash,/home/tyler_moss_273
9914,patricia_ross_9914,Patricia Ross,/bin/oh,/home/root
6895,david_wade_6895,David Wade,/bin/bash,/home/david_wade_6895
5239,jeremy_bowman_5239,Jeremy Bowman,/bin/tcsh,/home/jeremy_bowman_5239
1484,erin_lopez_1484,Erin Lopez,/bin/bash,/home/erin_lopez_1484
645,john_dawson_645,John Dawson,/bin/eshell,/home/john_dawson_645
8139,alfred_miller_8139,Alfred Miller,/bin/oh,/home/alfred_miller_8139
6843,justin_poole_6843,Justin Poole,/bin/eshell,/home/justin_poole_6843
1192,robert_smith_1192,Robert Smith,/bin/sh,/home/robert_smith_1192
114,adriana_martinez_114,Adriana Martinez,/bin/ksh,/home/adriana_martinez_114
5319,christopher_solomon_5319,Christopher Solomon,/bin/rc,/home/christopher_solomon_5319
2029,joshua_nelson_2029,Joshua Nelson,/bin/fish,/home/joshua_nelson_2029
3717,brandon_taylor_3717,Brandon Taylor,/bin/rc,/home/brandon_taylor_3717
3561,christopher_powell_3561,Christopher Powell,/bin/scsh,/home/christopher_powell_3561
4396,kimberly_glass_4396,Kimberly Glass,/bin/tcsh,/home/kimberly_glass_4396
2953,christian_gomez_2953,Christian Gomez,/bin/bash,/home/christian_gomez_2953
236,mark_mclean_236,Mark Mclean,/bin/xonsh,/home/mark_mclean_236
5563,joshua_bradford_5563,Joshua Bradford,/bin/zsh,/home/joshua_bradford_5563
1226,jose_vasquez_1226,Jose Vasquez,/bin/xonsh,/home/jose_vasquez_1226
3039,sarah_wagner_3039,Sarah Wagner,/bin/csh,/home/sarah_wagner_3039
7297,eugene_huang_7297,Eugene Huang,/bin/bash,/home/eugene_huang_7297
2186,mark_castro_2186,Mark Castro,/bin/bash,/home/mark_castro_2186
421,mark_gonzalez_421,Mark Gonzalez,/bin/rc,/home/mark_gonzalez_421
5626,alyssa_gomez_5626,Alyssa Gomez,/bin/ion,/home/alyssa_gomez_5626
1577,logan_king_1577,Logan King,/bin/dash,/home/logan_king_1577
1007,william_taylor_1007,William Taylor,/bin/csh,/home/william_taylor_1007
970,crystal_rice_970,Crystal Rice,/bin/rc,/home/root
3429,alicia_myers_3429,Alicia Myers,/bin/scsh,/home/alicia_myers_3429
5998,lisa_walsh_md_5998,Lisa Walsh MD,/bin/ion,/home/lisa_walsh_md_5998
7849,richard_jones_7849,Richard Jones,/bin/ion,/home/richard_jones_7849
7200,jonathan_reed_7200,Jonathan Reed,/bin/oh,/home/jonathan_reed_7200
2097,james_banks_2097,James Banks,/bin/elvish,/home/james_banks_2097
2671,diane_combs_2671,Diane Combs,/bin/elvish,/home/diane_combs_2671
8214,brett_garrett_8214,Brett Garrett,/bin/ksh,/home/brett_garrett_8214
4448,beth_coleman_4448,Beth Coleman,/bin/oh,/home/beth_coleman_4448
8523,mrs._mary_williams_md_8523,Mrs. Mary Williams MD,/bin/bash,/home/mrs._mary_williams_md_8523
4885,james_lynch_4885,James Lynch,/bin/zsh,/home/james_lynch_4885
1857,joy_austin_1857,Joy Austin,/bin/dash,/home/joy_austin_1857
4445,alexa_silva_4445,Alexa Silva,/bin/sh,/home/alexa_silva_4445
8110,james_myers_8110,James Myers,/bin/fish,/home/root
637,paula_sloan_637,Paula Sloan,/bin/eshell,/home/paula_sloan_637
8003,nicholas_smith_8003,Nicholas Smith,/bin/tcsh,/home/nicholas_smith_8003
9929,charles_melendez_9929,Charles Melendez,/bin/rc,/home/root
2974,mrs._rebecca_ballard_2974,Mrs. Rebecca Ballard,/bin/bash,/home/mrs._rebecca_ballard_2974
9820,elizabeth_scott_9820,Elizabeth Scott,/bin/oil,/home/root
3715,michael_miller_3715,Michael Miller,/bin/tcsh,/home/michael_miller_3715
3989,katie_white_3989,Katie White,/bin/zsh,/home/katie_white_3989
6220,gabrielle_green_6220,Gabrielle Green,/bin/tcsh,/home/gabrielle_green_6220
9526,nathaniel_monroe_9526,Nathaniel Monroe,/bin/elvish,/home/root
7613,dr._ronald_lucas_7613,Dr. Ronald Lucas,/bin/fish,/home/root
5661,laura_kim_5661,Laura Kim,/bin/rc,/home/laura_kim_5661
6959,daniel_rodriguez_6959,Daniel Rodriguez,/bin/scsh,/home/daniel_rodriguez_6959
8468,martha_valdez_8468,Martha Valdez,/bin/eshell,/home/root
4004,susan_harper_4004,Susan Harper,/bin/eshell,/home/susan_harper_4004
8328,deborah_brown_8328,Deborah Brown,/bin/fish,/home/root
4493,stephanie_castillo_4493,Stephanie Castillo,/bin/csh,/home/stephanie_castillo_4493
5255,jennifer_lewis_5255,Jennifer Lewis,/bin/eshell,/home/jennifer_lewis_5255
9369,elizabeth_torres_9369,Elizabeth Torres,/bin/scsh,/home/root
5587,april_huynh_5587,April Huynh,/bin/xonsh,/home/april_huynh_5587
6635,dawn_hayes_6635,Dawn Hayes,/bin/fish,/home/dawn_hayes_6635
6804,alexander_hoffman_6804,Alexander Hoffman,/bin/eshell,/home/alexander_hoffman_6804
3574,tony_smith_3574,Tony Smith,/bin/oil,/home/tony_smith_3574
3695,mary_morgan_3695,Mary Morgan,/bin/dash,/home/mary_morgan_3695
6371,erin_guzman_6371,Erin Guzman,/bin/oh,/home/erin_guzman_6371
4004,debbie_hays_4004,Debbie Hays,/bin/rc,/home/debbie_hays_4004
5870,george_cameron_5870,George Cameron,/bin/oh,/home/george_cameron_5870
4832,denise_crawford_4832,Denise Crawford,/bin/tcsh,/home/denise_crawford_4832
7822,jennifer_michael_7822,Jennifer Michael,/bin/ksh,/home/root
6974,joanna_johnson_6974,Joanna Johnson,/bin/ksh,/home/joanna_johnson_6974
551,michael_henderson_551,Michael Henderson,/bin/dash,/home/michael_henderson_551
6060,steven_welch_6060,Steven Welch,/bin/oh,/home/steven_welch_6060
6811,stephen_butler_6811,Stephen Butler,/bin/fish,/home/stephen_butler_6811
2732,brooke_davis_2732,Brooke Davis,/bin/oil,/home/brooke_davis_2732
4379,renee_crane_4379,Renee Crane,/bin/tcsh,/home/renee_crane_4379
9093,joshua_bell_9093,Joshua Bell,/bin/oh,/home/root
7750,timothy_conner_7750,Timothy Conner,/bin/ksh,/home/timothy_conner_7750
1401,kelsey_munoz_1401,Kelsey Munoz,/bin/oh,/home/kelsey_munoz_1401
2266,sara_ward_2266,Sara Ward,/bin/tcsh,/home/sara_ward_2266
7884,dominic_ryan_7884,Dominic Ryan,/bin/ion,/home/root
6603,donna_wilson_6603,Donna Wilson,/bin/elvish,/home/donna_wilson_6603
4484,james_barry_4484,James Barry,/bin/sh,/home/root
6943,stephen_moore_6943,Stephen Moore,/bin/elvish,/home/root
7895,kelly_hunt_7895,Kelly Hunt,/bin/ksh,/home/kelly_hunt_7895
8233,allison_wright_8233,Allison Wright,/bin/oh,/home/allison_wright_8233
273,kelly_hess_273,Kelly Hess,/bin/ksh,/home/kelly_hess_273
235,charles_allen_235,Charles Allen,/bin/scsh,/home/charles_allen_235
4521,kyle_duke_4521,Kyle Duke,/bin/csh,/home/kyle_duke_4521
3144,christina_graves_3144,Christina Graves,/bin/bash,/home/christina_graves_3144
7614,michelle_pope_7614,Michelle Pope,/bin/rc,/home/root
4491,julie_powell_4491,Julie Powell,/bin/csh,/home/julie_powell_4491
5097,nichole_schultz_5097,Nichole Schultz,/bin/bash,/home/root
4826,tiffany_jackson_4826,Tiffany Jackson,/bin/fish,/home/tiffany_jackson_4826
4738,andrew_reed_4738,Andrew Reed,/bin/sh,/home/andrew_reed_4738
5596,michelle_berry_dds_5596,Michelle Berry DDS,/bin/oh,/home/michelle_berry_dds_5596
7538,mr._jacob_rodriguez_7538,Mr. Jacob Rodriguez,/bin/rc,/home/root
6971,oscar_leonard_6971,Oscar Leonard,/bin/rc,/home/oscar_leonard_6971
3387,brian_roberts_3387,Brian Roberts,/bin/csh,/home/brian_roberts_3387
5863,jeffrey_cruz_5863,Jeffrey Cruz,/bin/fish,/home/jeffrey_cruz_5863
491,mark_vincent_491,Mark Vincent,/bin/eshell,/home/mark_vincent_491
8783,caitlyn_gordon_8783,Caitlyn Gordon,/bin/oil,/home/caitlyn_gordon_8783
5889,tyler_stevenson_5889,Tyler Stevenson,/bin/scsh,/home/root
1861,ruth_sanders_1861,Ruth Sanders,/bin/tcsh,/home/ruth_sanders_1861
8266,david_edwards_8266,David Edwards,/bin/eshell,/home/david_edwards_8266
9839,misty_harris_9839,Misty Harris,/bin/ksh,/home/misty_harris_9839
9348,nicholas_rivera_9348,Nicholas Rivera,/bin/ksh,/home/nicholas_rivera_9348
4444,adam_tran_4444,Adam Tran,/bin/oil,/home/root
1683,lindsey_parrish_1683,Lindsey Parrish,/bin/fish,/home/lindsey_parrish_1683
375,jeanette_hernandez_375,Jeanette Hernandez,/bin/ksh,/home/jeanette_hernandez_375
6083,logan_garcia_6083,Logan Garcia,/bin/ion,/home/logan_garcia_6083
5862,martin_berry_5862,Martin Berry,/bin/ksh,/home/root
65,abigail_moore_65,Abigail Moore,/bin/xonsh,/home/abigail_moore_65
547,jonathan_garcia_547,Jonathan Garcia,/bin/sh,/home/root
1480,chelsea_baker_1480,Chelsea Baker,/bin/scsh,/home/chelsea_baker_1480
4304,michelle_moore_4304,Michelle Moore,/bin/ksh,/home/michelle_moore_4304
4506,kayla_valentine_4506,Kayla Valentine,/bin/csh,/home/kayla_valentine_4506
4234,joshua_williams_4234,Joshua Williams,/bin/ksh,/home/root
597,thomas_howell_597,Thomas Howell,/bin/oh,/home/thomas_howell_597
6925,deborah_fox_6925,Deborah Fox,/bin/oil,/home/deborah_fox_6925
7516,victoria_padilla_7516,Victoria Padilla,/bin/sh,/home/root
2264,edward_diaz_2264,Edward Diaz,/bin/ion,/home/edward_diaz_2264
674,kristin_joseph_674,Kristin Joseph,/bin/fish,/home/kristin_joseph_674
2191,vincent_garza_2191,Vincent Garza,/bin/zsh,/home/vincent_garza_2191
8909,nicole_cameron_8909,Nicole Cameron,/bin/tcsh,/home/nicole_cameron_8909
5821,michele_roberts_5821,Michele Roberts,/bin/xonsh,/home/michele_roberts_5821
5576,david_esparza_5576,David Esparza,/bin/elvish,/home/david_esparza_5576
